Sample Name	Protocol REF	Protocol REF	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Parameter Value[Base Caller]	Assay Name	Raw Data File	Protocol REF	Parameter Value[ROI Image File Names]	Parameter Value[Slide Image File Names]	Comment[GeoMx Processing Batch]	Protocol REF	Parameter Value[Processed Data File Names]	Protocol REF	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[MultiQC File Names]
C001_SKN_L-44_VA_rep4	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_VA_S47_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_VA_S47_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_VA_rep4.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	3192321	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_OD_rep4	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OD_S48_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OD_S48_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_OD_rep4.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	11997810	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_IE_rep4	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_IE_S49_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_IE_S49_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_IE_rep4.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4612706	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_OE_rep4	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OE_S50_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OE_S50_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_OE_rep4.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1614414	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_VA_rep5	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_VA_S51_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_VA_S51_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_VA_rep5.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1481887	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_OD_rep5	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OD_S52_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OD_S52_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_OD_rep5.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.11	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	17757922	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_IE_rep5	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_IE_S53_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_IE_S53_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_IE_rep5.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	3500524	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_OE_rep5	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OE_S54_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OE_S54_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_OE_rep5.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2591381	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_VA_rep6	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_VA_S55_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_VA_S55_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_VA_rep6.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.05	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	92470	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_OD_rep6	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OD_S56_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OD_S56_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_OD_rep6.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	10738212	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_IE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_IE_S57_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_IE_S57_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_IE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1284879	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_OE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_S58_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_S58_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	305399	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_OD_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S59_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S59_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OD_rep1.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2191428	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_VA_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S60_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S60_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_VA_rep1.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	468503	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_L-44_IE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_IE_S61_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_IE_S61_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_L-44_IE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2561701	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_L-44_OE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_OE_S62_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_OE_S62_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_L-44_OE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1390484	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_L-44_OD_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_OD_S63_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_OD_S63_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_L-44_OD_rep3.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	9588230	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_L-44_VA_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_VA_S64_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_VA_S64_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_L-44_VA_rep2.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	7196717	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_L-44_VA_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_VA_S65_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_L-44_VA_S65_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_L-44_VA_rep3.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6781362	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_OD_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S66_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S66_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OD_rep2.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	21273516	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_OE_and_IE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_and_IE_S67_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_and_IE_S67_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OE_and_IE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	462958	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_VA_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S68_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S68_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_VA_rep2.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	930906	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
